technique,true_positives,false_positives,true_negatives,false_negatives,FDR,n_consensus_peaks,n_true_do,peak_call_tpr_do,peak_call_tpr,peak_call_fdp,it,prop.do,symmetry,constant.background,equal.DNA.bind,equal.lib.size,prop.consensus,more.background.cond,FDR.threshold,condA_rep1,condA_rep2,condA_rep3,condB_rep1,condB_rep2,condB_rep3
LIB_BINS,3907,624,4119,593,0.1377179430589274,9201,4500,0.9906666666666667,0.9201,0,1,0.45,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.082593354380651,1.06639530265151,1.0729742354925462,0.9395140427187489,0.9260588918151915,0.912464172941352
TMM_BINS,3875,588,4155,625,0.13174994398386736,9201,4500,0.9906666666666667,0.9201,0,1,0.45,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.074942977102717,1.0612359920150511,1.0683746951963065,0.9435035018548656,0.9319249140382861,0.9176670707181668
RLE_BINS,3873,587,4156,627,0.13161434977578476,9201,4500,0.9906666666666667,0.9201,0,1,0.45,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.080422160196331,1.0665145788423342,1.0721725780503586,0.9476404523858829,0.9354894442632725,0.9215038951693004
DBA_NORM_OFFSETS_ADJUST,2323,75,4668,2177,0.03127606338615513,9201,4500,0.9906666666666667,0.9201,0,1,0.45,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA
MAnorm2,1452,137,4606,3048,0.08621774701069855,9201,4500,0.9906666666666667,0.9201,0,1,0.45,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA
Oracle,2608,111,4273,2392,0.04082383229128356,9328,5000,0.9888,0.9328,0,1,0.5,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.6181931651817046,1.4201004046359118,0.8658686067943376,1.005318687941037,1.1319011888893178,1.1560922339825566
LIB_PEAKS,2886,122,4262,2114,0.04055851063829787,9328,5000,0.9888,0.9328,0,1,0.5,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.6407668730663719,1.3448418954891035,0.8617407800794764,0.9704232748266425,1.077960379518423,1.104266797019983
TMM_PEAKS,1184,262,4122,3816,0.18118948824343015,9328,5000,0.9888,0.9328,0,1,0.5,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.5747775088298461,1.1660613403745246,0.7585346667827321,1.1000119490206717,1.22854025095398,1.2485402694443095
RLE_PEAKS,1215,244,4140,3785,0.16723783413296778,9328,5000,0.9888,0.9328,0,1,0.5,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.5968859655471271,1.2118677258139317,0.7904198949435306,1.1310142074053517,1.2665856565584932,1.2844144083835036
LIB_BINS,3866,331,4053,1134,0.07886585656421254,9328,5000,0.9888,0.9328,0,1,0.5,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.037869190788743,1.1227244343965044,1.0620928262750968,0.9161670885397319,0.928108736984801,0.9330377230151223
TMM_BINS,3767,292,4092,1233,0.07193890120719389,9328,5000,0.9888,0.9328,0,1,0.5,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0377601895503912,1.106323792946,1.0590801929169824,0.9212446034951193,0.9352464689697844,0.9372207205800809
RLE_BINS,3735,281,4103,1265,0.06997011952191234,9328,5000,0.9888,0.9328,0,1,0.5,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0419478411998324,1.1051389824545232,1.0633316672730153,0.9270223168885744,0.9385826118175224,0.9436195768559753
DBA_NORM_OFFSETS_ADJUST,2537,108,4276,2463,0.040831758034026465,9328,5000,0.9888,0.9328,0,1,0.5,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA
MAnorm2,1386,125,4259,3614,0.0827266710787558,9328,5000,0.9888,0.9328,0,1,0.5,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA
Oracle,3311,110,3856,2189,0.03215434083601286,9389,5500,0.986,0.9389,0,1,0.55,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.0878514932911116,0.900687913639704,0.8678796608046667,1.0127816792656528,1.0013494591839711,1.159564839274339
LIB_PEAKS,3303,107,3859,2197,0.031378299120234605,9389,5500,0.986,0.9389,0,1,0.55,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.063922614288663,0.9051457527917202,0.8662288166296953,1.016801774620083,1.0030226510062006,1.1448783906636375
TMM_PEAKS,1246,280,3686,4254,0.1834862385321101,9389,5500,0.986,0.9389,0,1,0.55,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9227141698782633,0.7761514559128142,0.7551992118130127,1.1723403518923594,1.1585776266071486,1.3259084367897382
